fact_id,context,claim,label,claim_type
teamlab,"Il museo digitale teamLab Planets di Tokyo richiede l'acquisto del biglietto online con data e ora prestabilite. Il prezzo per gli adulti è di 3800 yen e si visita a piedi nudi, poiché alcune installazioni prevedono di camminare nell'acqua.",La visita a teamLab Planets dura in media circa due ore.,2,neutral_hard
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Il museo di Hiroshima ha lo stesso orario di chiusura tutto l'anno.,0,contradiction
gion,"A Gion, il quartiere storico di Kyoto, dal 2024 alcuni vicoli privati sono off-limits per i turisti, con multe fino a 10000 yen per i trasgressori; le vie pubbliche principali, come Hanamikoji, restano percorribili.",Chi entra nei vicoli vietati di Gion rischia una multa di 10000 yen.,1,entailment
arashiyama,"La foresta di bambù di Arashiyama, a ovest di Kyoto, è accessibile gratuitamente e sempre aperta; il momento migliore per visitarla evitando la folla è la mattina presto.",Ad Arashiyama c'è un parco dove osservare i macachi giapponesi.,2,neutral_hard
train_etiquette,Sui treni e sulle metropolitane giapponesi è buona norma non parlare al telefono e tenere la suoneria in modalità silenziosa; nelle ore di punta alcune linee dispongono di carrozze riservate alle donne.,Nelle stazioni giapponesi le persone si mettono in fila ai punti segnati a terra.,2,neutral_hard
sensoji,"Il Senso-ji, nel quartiere di Asakusa a Tokyo, è il tempio più antico della città, fondato nel 645. L'ingresso al tempio è gratuito; la sala principale è aperta dalle 6:00 alle 17:00 (dalle 6:30 da ottobre a marzo).",Davanti al Senso-ji si estende la via commerciale Nakamise-dori.,2,neutral_hard
ichiran,La catena di ramen Ichiran è famosa per i banconi con postazioni singole separate da pannelli; si ordina tramite un distributore automatico di biglietti all'ingresso e molte sedi sono aperte 24 ore su 24.,Ichiran è specializzata nel ramen in stile tonkotsu di Fukuoka.,2,neutral_hard
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.",La sala principale del Senso-ji resta aperta fino a mezzanotte.,0,contradiction
sapporo_snowfes,"Ogni anno, ai primi di febbraio, Sapporo ospita lo Snow Festival: nel parco Odori e in altre zone vengono esposte gigantesche sculture di neve e ghiaccio e l'accesso alle aree è gratuito.",Il festival della neve di Sapporo si svolge a Okinawa.,0,contradiction
kinkakuji,"Il Kinkaku-ji, il celebre Padiglione d'Oro di Kyoto, è aperto tutti i giorni dalle 9:00 alle 17:00. Il biglietto d'ingresso costa 500 yen per gli adulti e 300 yen per gli studenti delle scuole elementari e medie.",La Tokyo Skytree è alta 634 metri.,2,neutral_easy
capsule_hotel,"Nei capsule hotel giapponesi si dorme in capsule individuali disposte su due livelli; i bagni sono in comune, molte strutture hanno piani separati per uomini e donne e il prezzo medio per notte va da circa 3000 a 6000 yen.",Ogni capsula di un capsule hotel dispone di bagno privato.,0,contradiction
chopsticks,"Secondo l'etichetta giapponese non bisogna mai infilare le bacchette in verticale nella ciotola di riso, gesto legato ai funerali, né passarsi il cibo direttamente da bacchette a bacchette.",In Giappone infilare le bacchette in verticale nel riso è un segno di rispetto.,0,contradiction
pocket_wifi,Per avere internet in viaggio in Giappone si può noleggiare un pocket WiFi o acquistare una SIM/eSIM dati; il ritiro del pocket WiFi è possibile direttamente nei banchi degli aeroporti e la riconsegna avviene spesso tramite una busta prepagata.,Molte stazioni e konbini giapponesi offrono WiFi gratuito.,2,neutral_hard
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",A Kyoto i sakura fioriscono a dicembre.,0,contradiction
fushimi_inari,"Il santuario Fushimi Inari Taisha di Kyoto è famoso per i suoi migliaia di torii rossi. L'accesso è gratuito e il santuario è aperto 24 ore su 24, tutti i giorni dell'anno.",Il Fushimi Inari è dedicato alla divinità del riso e del commercio.,2,neutral_hard
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,Sul sentiero Yoshida si paga un contributo di 2000 yen.,1,entailment
sapporo_snowfes,"Il Sapporo Snow Festival si tiene ogni anno a inizio febbraio nel parco Odori e in altre aree della città, con enormi sculture di neve e ghiaccio; l'ingresso alle aree del festival è gratuito.",Il Sapporo Snow Festival si svolge a inizio febbraio.,1,entailment
nara_deer,Nel parco di Nara vivono in libertà oltre mille cervi sika considerati messaggeri divini; i visitatori possono nutrirli solo con gli appositi cracker shika senbei venduti nel parco a circa 200 yen.,Nara è stata la capitale del Giappone nell'VIII secolo.,2,neutral_hard
snow_monkey,Nel Jigokudani Monkey Park (prefettura di Nagano) i macachi giapponesi fanno il bagno nelle vasche termali; per arrivarci si cammina circa mezz'ora nel bosco e il biglietto per gli adulti è di 800 yen.,L'ingresso al Jigokudani Monkey Park costa 800 yen per gli adulti.,1,entailment
ichiran,La catena di ramen Ichiran è famosa per i banconi con postazioni singole separate da pannelli; si ordina tramite un distributore automatico di biglietti all'ingresso e molte sedi sono aperte 24 ore su 24.,Da Ichiran si può personalizzare la ricchezza del brodo e il piccante.,2,neutral_hard
kinkakuji,"Il Padiglione d'Oro (Kinkaku-ji) di Kyoto accoglie i visitatori ogni giorno dalle 9:00 alle 17:00; l'ingresso per gli adulti costa 500 yen, mentre per gli studenti di elementari e medie il prezzo è di 300 yen.","Al Senso-ji è possibile estrarre gli omikuji, i biglietti della fortuna.",2,neutral_easy
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.",Molti negozi di Akihabara sono specializzati in componenti elettronici usati.,2,neutral_hard
miyajima,"Miyajima, l'isola presso Hiroshima nota per il torii 'galleggiante' di Itsukushima, si raggiunge in circa 10 minuti di traghetto da Miyajimaguchi; dal 2023 è prevista una tassa turistica di 100 yen.",Il momiji manju è il dolce tipico di Miyajima.,2,neutral_hard
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,Nelle vicinanze di Dotonbori si trova la via commerciale Shinsaibashi.,2,neutral_easy
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",Molti templi giapponesi non accettano pagamenti elettronici.,1,entailment
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",A Tsukiji si possono assaggiare spiedini di uova arrotolate tamagoyaki.,2,neutral_hard
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,I rifugi del Fuji restano aperti tutto l'anno.,0,contradiction
shinkansen_tokyo_kyoto,Il treno ad alta velocità Nozomi impiega circa 2 ore e 15 minuti da Tokyo a Kyoto; la sola andata con posto riservato costa intorno ai 14000 yen.,A Tokyo si possono chiamare i taxi tramite app come GO.,2,neutral_easy
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",Il mercato di Tsukiji è raggiungibile con la linea Hibiya della metro.,2,neutral_hard
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.",La domenica pomeriggio la Chuo-dori di Akihabara diventa pedonale.,1,entailment
sakura,"A Tokyo e Kyoto la fioritura dei ciliegi (sakura) avviene in genere tra la fine di marzo e l'inizio di aprile, con una piena fioritura che dura circa una settimana.",A Tokyo i ciliegi fioriscono di solito tra fine marzo e inizio aprile.,1,entailment
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",A Shibuya Sky si può entrare fino a cinque minuti prima della chiusura.,0,contradiction
golden_week,"Tra fine aprile e inizio maggio si concentra la Golden Week, il periodo di festività nazionali giapponesi: trasporti e alloggi risultano molto affollati e le tariffe aumentano in modo marcato.",Nella Golden Week i prezzi di treni e alloggi aumentano.,1,entailment
shibuya_sky,"Shibuya Sky è la terrazza panoramica in cima allo Shibuya Scramble Square, al 47° piano, 229 metri sopra la città. Gli orari di apertura vanno dalle 10:00 alle 22:30 e l'ultimo ingresso è consentito alle 21:20.",Molti giapponesi indossano calzini puliti di ricambio quando vanno in visita.,2,neutral_easy
cash_japan,"Sebbene i pagamenti elettronici siano sempre più diffusi, in Giappone molti piccoli ristoranti, templi e negozi accettano solo contanti; è consigliabile avere sempre con sé alcune migliaia di yen.",Molti negozi giapponesi offrono lo shopping tax-free ai turisti.,2,neutral_hard
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",Esiste una versione Welcome Suica pensata per i turisti.,2,neutral_hard
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",L'ingresso al Todai-ji è gratuito per gli adulti.,0,contradiction
kanazawa_kenrokuen,"A Kanazawa, il Kenroku-en — annoverato tra i tre giardini più celebri del Giappone — ha un ingresso di 320 yen per gli adulti; da marzo a metà ottobre gli orari vanno dalle 7:00 alle 18:00.",In inverno gli alberi del Kenroku-en vengono protetti con le corde yukitsuri.,2,neutral_hard
jrpass,"Con 50000 yen si acquista il Japan Rail Pass ordinario di 7 giorni, che permette di viaggiare senza limiti sui treni JR e sugli Shinkansen Hikari e Kodama; restano esclusi i Nozomi e i Mizuho.",Molti ryokan si trovano nelle località termali.,2,neutral_easy
kanazawa_kenrokuen,"A Kanazawa, il Kenroku-en — annoverato tra i tre giardini più celebri del Giappone — ha un ingresso di 320 yen per gli adulti; da marzo a metà ottobre gli orari vanno dalle 7:00 alle 18:00.",In estate il Kenroku-en apre alle 7:00.,1,entailment
visa_italy,"I cittadini italiani possono entrare in Giappone per turismo senza visto per soggiorni fino a 90 giorni, con passaporto valido per tutta la durata del viaggio.",A Tokyo i ciliegi fioriscono di solito tra fine marzo e inizio aprile.,2,neutral_easy
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",Nessun ristorante giapponese accetta pagamenti in contanti.,0,contradiction
arashiyama,"Ad Arashiyama, nella zona ovest di Kyoto, il sentiero nella foresta di bambù è gratuito e aperto a qualsiasi ora; per trovare poca gente conviene andarci al mattino presto.",Il sentiero del bambù di Arashiyama è sempre accessibile.,1,entailment
sensoji,"Fondato nel 645, il Senso-ji di Asakusa è il tempio più antico di Tokyo. Non si paga alcun biglietto e la sala principale apre alle 6:00 (6:30 nei mesi da ottobre a marzo) e chiude alle 17:00.","Al Senso-ji è possibile estrarre gli omikuji, i biglietti della fortuna.",2,neutral_hard
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",Le carte Pasmo funzionano anche sugli autobus di Tokyo.,1,entailment
shinkansen_tokyo_kyoto,Lo Shinkansen Nozomi collega Tokyo a Kyoto in circa 2 ore e 15 minuti. Un biglietto di sola andata con posto riservato costa circa 14000 yen.,Alla stazione di Tokyo si possono comprare bento da gustare a bordo.,2,neutral_hard
tax_free,"In Giappone i turisti stranieri possono acquistare tax-free nei negozi aderenti per spese superiori a 5000 yen nello stesso giorno e nello stesso negozio, presentando il passaporto alla cassa.",Il tax-free richiede di mostrare il passaporto alla cassa.,1,entailment
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",Al Jigokudani Monkey Park i macachi si immergono nelle acque termali.,1,entailment
snow_monkey,"Al Jigokudani Monkey Park, nella prefettura di Nagano, si possono osservare i macachi giapponesi immergersi nelle piscine termali; il parco è raggiungibile con una camminata di circa 30 minuti nel bosco e l'ingresso costa 800 yen per gli adulti.",Il parco si trova vicino alla località termale di Yudanaka.,2,neutral_hard
